# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 1 919 0 11861 1386
p 2 0 920 0 12024 1385
p 2 0 920 0 11944 1389
p 2 1 919 0 12279 1412
p 2 0 918 2 12168 1384
p 2 0 920 0 12362 1408
p 2 1 919 0 12414 1390
p 2 1 919 0 12080 1395
p 2 0 920 0 12556 1403
p 2 2 918 0 12176 1417
p 2 1 919 0 12358 1396
p 2 1 919 0 12325 1397
p 2 0 920 0 12370 1383
p 2 2 918 0 12350 1409
p 2 0 920 0 12638 1402
p 2 0 920 0 12278 1382
p 2 0 920 0 12666 1397
p 2 0 920 0 12430 1413
p 2 1 918 1 12478 1394
p 2 82 838 0 37548 2155
p 2 2 918 0 12242 1405
p 2 1 919 0 13219 1433
p 2 133 787 0 38528 2413
p 2 2 917 1 11153 1384
p 2 3 917 0 12652 1395
p 2 14 906 0 29134 1740
p 2 4 916 0 12092 1395
p 2 2 918 0 11611 1378
p 2 22 898 0 28222 1836
p 2 0 919 1 11247 1388
p 2 0 919 1 11253 1375
p 2 16 904 0 25858 1740
p 2 0 920 0 10687 1358
i 2 920 0 0 8950 3225
p 2 4 915 1 3354 1283
p 2 9 904 7 6038 1324
p 2 2 911 7 3329 1265
p 2 13 901 6 6170 1447
p 2 1 908 11 3555 1325
p 2 10 909 1 6273 1464
p 2 11 903 6 3838 1392
p 2 26 894 0 7867 1642
p 2 7 912 1 4664 1475
p 2 119 801 0 12522 2138
p 2 6 914 0 6453 1686
p 2 141 779 0 18022 2501
p 2 21 899 0 10257 1906
p 2 204 716 0 21908 2984
p 2 33 887 0 13522 2214
i 2 920 0 0 27934 4420
p 2 0 907 13 16644 1632
i 2 920 0 0 48728 4873
p 2 265 468 187 12241 2088
p 2 0 525 395 1588 732
p 2 450 344 126 59130 3781
p 2 0 522 398 1887 731
p 2 508 277 135 53893 3950
p 2 0 418 502 1506 634
p 2 380 367 173 46421 3486
p 2 0 488 432 1771 721
i 2 920 0 0 18358 3517
p 2 0 911 9 4105 1235
i 2 920 0 0 14056 3369
p 2 0 843 77 3935 1151
p 2 543 377 0 51344 4528
p 2 0 915 5 12501 1549
p 2 134 786 0 29555 2540
p 2 2 918 0 14920 1623
p 2 299 621 0 38778 3556
p 2 209 711 0 44703 3544
p 2 221 695 4 34003 3140
p 2 5 915 0 16489 1864
p 2 132 788 0 30010 2819
p 2 2 918 0 14703 1744
p 2 151 769 0 27342 2812
p 2 6 914 0 14426 1767
p 2 153 767 0 28370 2879
p 2 20 900 0 17933 2012
p 2 115 805 0 25461 2745
p 2 9 911 0 15762 2007
p 2 23 897 0 16903 1969
p 2 112 808 0 25113 2633
p 2 7 913 0 13854 1867
p 2 11 909 0 17134 1878
p 2 136 784 0 24079 2700
p 2 13 907 0 15728 1904
p 2 3 913 4 13521 1846
p 2 181 668 71 22851 2674
p 2 5 683 232 7075 1392
p 2 5 674 241 7664 1396
p 2 179 600 141 22779 2694
p 2 14 736 170 8789 1563
p 2 15 742 163 8789 1548
p 2 122 682 116 22268 2497
p 2 8 756 156 8004 1536
p 2 12 743 165 10073 1522
i 2 920 0 0 38726 4539
p 2 0 338 582 697 520
p 2 119 587 214 32094 2260
p 2 0 431 489 1477 651
p 2 21 544 355 20737 1432
p 2 0 446 474 1566 649
p 2 6 545 369 20025 1339
p 2 0 406 514 1554 612
p 2 89 469 362 33586 1984
p 2 0 392 528 1470 608
p 2 89 485 346 32489 2014
p 2 0 388 532 1457 613
p 2 259 285 376 35039 2538
p 2 0 304 616 1123 512
p 2 41 451 428 27304 1521
p 2 0 352 568 1345 557
p 2 52 419 449 27676 1549
i 2 920 0 0 42506 4434
p 2 617 290 13 57075 4615
p 2 479 441 0 71637 4590
p 2 215 705 0 48688 3205
p 2 153 767 0 43572 2884
p 2 30 890 0 21173 1921
p 2 14 906 0 17579 1633
p 2 0 563 357 2090 781
p 2 10 296 614 4531 572
p 2 0 658 262 2658 906
p 2 4 366 550 6246 627
p 2 0 217 703 815 396
p 2 6 181 733 4861 432
p 2 0 515 405 1867 712
p 2 0 178 742 633 351
p 2 6 264 650 4625 512
p 2 0 428 492 1440 610
p 2 0 158 762 576 330
p 2 2 209 709 3923 426
p 2 0 327 593 1058 500
p 2 9 170 741 5607 448
p 2 16 158 746 7600 507
p 2 0 175 745 661 348
i 2 920 0 0 32948 4557
p 2 354 564 2 27560 3629
p 2 416 503 1 33407 4041
p 2 329 583 8 32070 3726
p 2 354 566 0 40077 4012
p 2 325 589 6 31167 3693
p 2 309 611 0 36258 3747
p 2 232 686 2 28286 3322
p 2 312 608 0 33003 3713
p 2 211 709 0 28006 3376
p 2 344 576 0 34646 3707
p 2 206 712 2 28821 3273
p 2 253 663 4 32657 3428
p 2 153 762 5 29416 3046
p 2 304 616 0 32395 3612
p 2 253 663 4 28009 3371
p 2 290 629 1 37482 3598
p 2 256 659 5 28187 3245
p 2 267 649 4 33862 3399
p 2 200 715 5 25434 3090
p 2 407 513 0 32649 3807
p 2 220 697 3 29539 3258
p 2 361 559 0 37480 3837
p 2 541 379 0 59533 4668
p 2 25 503 392 16662 1153
p 2 0 307 613 971 487
p 2 0 145 775 466 315
p 2 30 211 679 15979 762
p 2 0 196 724 783 384
p 2 0 194 726 627 368
p 2 7 227 686 13671 606
p 2 2 168 750 1365 374
p 2 7 175 738 13222 562
p 2 27 207 686 7100 654
p 2 0 115 805 482 288
p 2 185 534 201 37781 2371
p 2 6 614 300 12677 1154
p 2 119 552 249 34691 2062
p 2 0 613 307 11365 1077
p 2 91 508 321 22368 1673
p 2 1 538 381 9798 958
p 2 58 498 364 18748 1340
p 2 0 515 405 6856 838
p 2 52 446 422 17322 1204
p 2 0 251 669 879 429
p 2 44 223 653 15444 885
p 2 0 165 755 666 344
p 2 27 893 0 25588 1986
p 2 27 893 0 15349 1780
p 2 18 902 0 23681 1847
p 2 12 908 0 14927 1510
p 2 0 920 0 14773 1471
p 2 88 622 210 17371 1526
p 2 0 380 540 1220 566
p 2 89 274 557 18575 1188
p 2 24 308 588 8191 771
p 2 58 376 486 14694 1158
p 2 20 336 564 8090 846
i 2 920 0 0 49344 5008
p 2 362 492 66 43093 3665
p 2 402 518 0 66848 4388
p 2 371 519 30 43627 3613
p 2 453 467 0 66412 4447
p 2 310 590 20 46126 3538
p 2 343 577 0 68675 4220
p 2 237 654 29 49742 3388
p 2 274 646 0 61113 3838
p 2 205 689 26 43514 3173
p 2 256 663 1 56390 3631
p 2 162 728 30 40295 2884
p 2 227 693 0 61534 3587
p 2 132 753 35 39569 2799
p 2 264 656 0 62512 3747
p 2 165 720 35 41488 2926
p 2 255 665 0 63326 3860
p 2 218 677 25 44078 3243
p 2 436 484 0 70320 4528
p 2 431 478 11 55424 4082
p 2 393 515 12 60508 4040
p 2 547 373 0 63059 4794
p 2 432 488 0 52464 4114
p 2 517 403 0 65289 4750
p 2 482 438 0 51576 4111
i 2 920 0 0 47430 4944
p 2 392 492 36 46674 3838
p 2 543 377 0 64848 4767
p 2 338 566 16 49269 3750
p 2 318 588 14 49204 3743
p 2 446 474 0 67460 4509
p 2 300 611 9 50098 3642
p 2 415 505 0 68848 4457
p 2 250 661 9 48846 3523
p 2 320 600 0 64425 4112
p 2 247 661 12 45742 3398
p 2 258 661 1 60697 3725
p 2 226 681 13 46324 3297
p 2 264 655 1 63717 3828
p 2 181 727 12 46696 3186
p 2 251 668 1 62288 3909
p 2 164 731 25 43600 3131
p 2 300 620 0 65659 4087
p 2 217 683 20 52317 3395
p 2 343 577 0 68588 4231
p 2 372 535 13 52189 3846
p 2 432 488 0 69369 4461
p 2 348 566 6 53489 3786
p 2 345 560 15 48009 3682
p 2 511 409 0 61336 4574
p 2 308 570 42 41154 3374
p 2 518 402 0 63489 4664
i 2 920 0 0 53192 4788
p 2 0 214 706 1236 382
p 2 3 326 591 8612 772
p 2 0 258 662 1534 447
p 2 3 210 707 2699 421
p 2 0 332 588 7515 757
p 2 7 253 660 3240 517
p 2 0 203 717 1323 380
p 2 11 336 573 12073 925
p 2 0 255 665 1582 459
p 2 4 180 736 3760 423
p 2 11 322 587 10170 875
p 2 5 272 643 3884 538
p 2 0 207 713 1293 390
p 2 7 342 571 11485 901
p 2 0 308 612 1719 506
p 2 0 176 744 549 346
p 2 11 330 579 9621 849
p 2 0 266 654 884 457
p 2 0 195 725 1289 376
p 2 5 327 588 7326 783
p 2 0 268 652 2525 478
p 2 0 199 721 614 374
p 2 2 317 601 8345 732
p 2 3 251 666 3566 482
p 2 0 262 658 1550 449
p 2 0 148 772 526 319
p 2 10 120 790 3923 381
p 2 0 95 825 383 261
p 2 0 113 807 982 290
p 2 3 121 796 2792 330
p 2 0 186 734 1313 364
p 2 0 106 814 398 274
p 2 4 127 789 2043 338
p 2 0 141 779 524 313
p 2 0 96 824 985 272
p 2 0 103 817 741 278
p 2 0 107 813 2117 294
p 2 0 88 832 422 261
p 2 0 49 871 948 230
p 2 3 78 839 2445 297
p 2 0 71 849 939 252
p 2 2 103 815 1952 323
p 2 0 92 828 1109 275
p 2 1 81 838 1496 292
p 2 0 95 825 1075 276
i 2 920 0 0 56483 4477
p 2 0 222 698 617 414
p 2 0 478 442 20138 978
p 2 0 339 581 1270 535
p 2 0 206 714 679 382
p 2 0 392 528 18066 846
p 2 0 393 527 1709 603
p 2 0 193 727 671 367
p 2 6 378 536 21761 941
p 2 0 296 624 1162 488
p 2 0 144 776 551 322
p 2 32 374 514 32748 1288
p 2 598 321 1 33815 3616
i 2 920 0 0 51064 4310
p 2 636 284 0 25607 3483
p 2 655 265 0 41873 3807
p 2 632 288 0 18780 3398
p 2 616 304 0 15719 3314
p 2 1 748 171 22429 1412
p 2 0 562 358 1537 775
p 2 0 350 570 899 527
p 2 14 525 381 20677 1185
p 2 0 443 477 1387 639
p 2 0 225 695 647 406
p 2 2 455 463 20953 1093
p 2 0 338 582 1315 550
p 2 0 397 523 1624 615
p 2 0 189 731 516 353
p 2 0 184 736 565 361
p 2 0 286 634 1273 467
p 2 0 225 695 650 396
p 2 0 139 781 423 301
p 2 0 155 765 880 328
p 2 0 142 778 477 310
p 2 0 111 809 398 282
p 2 0 210 710 842 386
p 2 0 140 780 444 308
p 2 0 83 837 309 251
p 2 0 112 808 396 280
p 2 0 123 797 411 294
p 2 0 920 0 7769 1580
p 2 19 901 0 26682 2155
p 2 0 918 2 8688 1734
p 2 15 905 0 24846 2164
p 2 0 918 2 8991 1775
p 2 9 911 0 23583 2182
p 2 1 918 1 9125 1844
p 2 11 909 0 23556 2260
p 2 1 918 1 9122 1914
p 2 0 920 0 9639 2010
i 2 920 0 0 33258 4218
p 2 5 909 6 8227 1808
i 2 920 0 0 33406 4247
p 2 25 894 1 21068 2255
p 2 25 895 0 22817 2340
p 2 121 799 0 28628 2858
p 2 1 908 11 17954 1648
p 2 16 900 4 25193 2390
p 2 0 915 5 15588 1658
p 2 22 898 0 21890 2418
p 2 0 894 26 11059 1625
p 2 0 889 31 10262 1634
p 2 4 885 31 12429 1762
p 2 0 883 37 7826 1526
p 2 0 895 25 6000 1417
p 2 6 902 12 10446 1794
p 2 0 876 44 4369 1385
p 2 3 896 21 8597 1758
p 2 5 915 0 6851 1535
p 2 0 893 27 3871 1467
p 2 0 777 143 2428 1135
p 2 0 895 25 3552 1437
p 2 0 853 67 3368 1288
p 2 5 898 17 4247 1460
p 2 0 862 58 3612 1289
p 2 0 886 34 3421 1397
p 2 4 841 75 4236 1282
p 2 0 893 27 3607 1429
p 2 0 851 69 3556 1278
p 2 5 892 23 4203 1502
p 2 0 863 57 3379 1278
p 2 0 906 14 3659 1434
p 2 10 861 49 4653 1365
p 2 0 896 24 3752 1424
p 2 0 856 64 3552 1276
p 2 1 905 14 4922 1515
p 2 0 865 55 3813 1299
p 2 4 895 21 4785 1482
p 2 0 864 56 3676 1304
p 2 0 901 19 3968 1420
p 2 1 868 51 4672 1327
p 2 0 905 15 4088 1473
p 2 0 854 66 3804 1294
p 2 4 857 59 3523 1373
i 2 920 0 0 24053 3672
p 2 31 883 6 16655 1659
p 2 30 889 1 17568 1658
p 2 45 873 2 26830 1916
p 2 10 907 3 15337 1647
p 2 7 909 4 15106 1614
p 2 29 890 1 31533 1960
p 2 7 906 7 15551 1627
p 2 28 890 2 31543 1974
p 2 1 918 1 12105 1577
p 2 28 892 0 22471 2164
p 2 337 583 0 31463 3763
p 2 343 577 0 25030 3687
p 2 161 759 0 16622 2870
p 2 62 858 0 11820 2215
p 2 36 884 0 9722 1995
p 2 23 897 0 7220 1849
p 2 24 896 0 5575 1798
p 2 11 907 2 4147 1578
p 2 4 916 0 4106 1534
p 2 1 919 0 3442 1428
p 2 0 919 1 2709 1353
p 2 2 918 0 3145 1271
p 2 7 911 2 6162 1400
p 2 10 910 0 5256 1423
p 2 4 915 1 4611 1356
p 2 15 903 2 5735 1450
p 2 19 896 5 4818 1414
p 2 6 898 16 3419 1284
p 2 43 876 1 12162 1595
i 2 920 0 0 25329 3776
p 2 0 241 679 441 380
i 2 920 0 0 23828 3702
i 2 920 0 0 20909 3609
p 2 113 802 5 21990 2259
p 2 164 753 3 34204 2709
p 2 190 727 3 39881 2920
p 2 167 752 1 30286 2724
p 2 92 828 0 27903 2424
p 2 99 821 0 39402 2577
p 2 162 754 4 43706 2871
p 2 167 753 0 47762 3060
p 2 233 680 7 53422 3347
p 2 216 704 0 45179 3273
p 2 162 756 2 38978 2836
i 2 920 0 0 25262 3775
i 2 920 0 0 18846 3357
i 2 920 0 0 23788 3673
i 2 920 0 0 31002 3943
p 2 166 754 0 41083 2939
p 2 168 752 0 39859 2906
p 2 121 799 0 31593 2722
p 2 612 308 0 53201 4379
p 2 2 887 31 11018 1603
p 2 18 866 36 26838 1775
p 2 37 883 0 30172 2003
p 2 15 898 7 26599 1834
p 2 2 892 26 11294 1647
p 2 54 866 0 43623 2316
p 2 2 910 8 10740 1648
p 2 13 890 17 27240 1853
p 2 33 887 0 29284 2120
p 2 16 892 12 25603 1892
p 2 4 883 33 8546 1635
p 2 46 874 0 39910 2228
p 2 1 906 13 7899 1593
p 2 15 872 33 23687 1833
p 2 40 878 2 27170 2007
p 2 9 898 13 23274 1804
p 2 0 880 40 6282 1519
p 2 29 891 0 38139 2072
p 2 0 907 13 6394 1533
p 2 10 879 31 22393 1722
p 2 42 878 0 28873 1994
p 2 16 883 21 22031 1752
p 2 0 870 50 5063 1398
p 2 41 879 0 37458 2138
p 2 0 898 22 5057 1458
p 2 6 871 43 21280 1659
p 2 34 880 6 25340 1847
p 2 18 878 24 20781 1638
p 2 0 871 49 4140 1299
p 2 59 859 2 35405 2072
p 2 0 883 37 4210 1296
p 2 7 870 43 20637 1558
p 2 49 864 7 19185 1778
p 2 13 882 25 20303 1594
p 2 17 893 10 20584 1602
p 2 9 896 15 21448 1586
p 2 26 885 9 21315 1679
p 2 10 897 13 21245 1617
p 2 40 867 13 19814 1663
p 2 16 883 21 21274 1604
p 2 18 890 12 18848 1545
p 2 16 890 14 21567 1594
p 2 16 887 17 19787 1528
p 2 14 889 17 21699 1607
p 2 0 881 39 3967 1230
p 2 60 854 6 33364 2034
p 2 0 875 45 3564 1178
p 2 26 884 10 31123 1828
p 2 0 898 22 3453 1207
p 2 33 868 19 32617 1875
p 2 0 877 43 3220 1215
p 2 20 900 0 32979 1993
p 2 0 846 74 2941 1166
p 2 17 867 36 31605 1696
p 2 0 798 122 2588 1048
p 2 14 698 208 19740 1311
p 2 44 544 332 18180 1268
p 2 11 676 233 20041 1308
p 2 0 464 456 1342 662
p 2 17 482 421 29482 1211
p 2 0 464 456 1510 666
p 2 30 407 483 29068 1256
p 2 0 375 545 1336 580
p 2 24 423 473 25697 1150
p 2 0 346 574 1265 550
p 2 16 440 464 26758 1133
p 2 0 321 599 1317 526
p 2 21 385 514 27349 1128
p 2 0 343 577 1311 548
p 2 19 353 548 27164 1068
p 2 0 333 587 1315 536
p 2 115 293 512 32816 1607
p 2 0 269 651 1086 472
p 2 94 354 472 31028 1576
p 2 0 324 596 1203 531
p 2 98 311 511 25722 1442
p 2 40 315 565 4111 789
p 2 17 371 532 19423 981
p 2 0 297 623 1025 503
p 2 18 321 581 19648 962
p 2 0 258 662 965 454
p 2 12 907 1 22742 1832
p 2 0 727 193 1900 971
i 2 920 0 0 28074 3687
p 2 0 380 540 763 568
p 2 12 366 542 2954 766
p 2 0 245 675 679 429
p 2 0 245 675 669 419
p 2 2 242 676 2798 587
p 2 0 152 768 625 339
p 2 0 152 768 634 334
p 2 11 165 744 3397 535
p 2 0 140 780 673 335
p 2 0 151 769 717 328
p 2 127 177 616 10275 1178
p 2 0 213 707 807 395
i 2 920 0 0 31641 4107
p 2 2 903 15 9962 1563
p 2 2 918 0 9927 1525
p 2 295 625 0 34458 3688
p 2 0 918 2 9181 1615
p 2 224 693 3 36467 3465
p 2 1 917 2 10919 1637
p 2 146 773 1 33893 2986
p 2 0 915 5 13076 1788
p 2 60 848 12 26535 2259
p 2 19 898 3 15538 1982
p 2 68 850 2 28738 2359
p 2 0 918 2 10994 1529
p 2 75 829 16 29920 2496
p 2 3 913 4 11023 1630
p 2 63 847 10 30172 2401
p 2 15 897 8 13940 1858
p 2 188 731 1 40679 3138
p 2 0 905 15 12712 1636
p 2 3 913 4 14037 1735
i 2 920 0 0 40643 4406
p 2 0 887 33 12404 1456
p 2 343 564 13 42767 3361
p 2 0 622 298 2742 963
p 2 213 672 35 31100 2624
p 2 17 685 218 3687 1166
p 2 116 762 42 25926 2304
p 2 38 827 55 24640 1995
p 2 0 691 229 3978 1135
p 2 35 789 96 23108 1732
p 2 0 696 224 3780 1067
p 2 12 785 123 22292 1606
p 2 0 630 290 3314 955
p 2 13 686 221 21947 1409
i 2 920 0 0 64454 5359
p 2 0 116 804 377 289
p 2 67 316 537 28083 1456
p 2 0 245 675 1082 454
p 2 0 135 785 532 315
p 2 17 334 569 23112 1092
p 2 0 276 644 1283 487
p 2 0 176 744 644 349
p 2 17 316 587 22296 1041
p 2 0 246 674 1084 444
p 2 96 279 545 29739 1564
p 2 0 245 675 1035 451
p 2 148 268 504 30524 1802
p 2 0 220 700 941 415
p 2 0 137 783 504 315
p 2 52 308 560 28164 1245
p 2 0 368 552 1654 587
p 2 1 919 0 14670 1507
p 2 55 864 1 37555 2128
p 2 0 920 0 16116 1530
p 2 0 920 0 16872 1538
p 2 164 756 0 47775 2776
p 2 1 919 0 16828 1554
p 2 116 804 0 43549 2579
p 2 0 918 2 15927 1567
p 2 1 919 0 17075 1572
p 2 122 798 0 46641 2604
p 2 0 920 0 17143 1573
p 2 0 919 1 18010 1535
p 2 105 815 0 42026 2460
p 2 0 920 0 16279 1531
p 2 0 920 0 17195 1541
p 2 20 899 1 34335 2030
p 2 0 920 0 16733 1554
p 2 0 919 1 17065 1535
p 2 27 893 0 33685 1998
p 2 0 920 0 16366 1533
p 2 0 920 0 17031 1532
p 2 48 695 177 28401 1703
p 2 0 455 465 1670 662
p 2 0 189 731 672 368
p 2 72 410 438 29639 1533
p 2 0 359 561 1380 559
p 2 0 169 751 597 343
p 2 73 374 473 33536 1550
p 2 0 310 610 1332 514
p 2 0 140 780 559 312
p 2 100 339 481 37414 1703
p 2 0 325 595 1409 531
p 2 0 166 754 596 339
p 2 2 452 466 4966 718
p 2 0 189 731 707 366
p 2 0 229 691 773 401
p 2 0 403 517 4256 635
p 2 0 147 773 561 320
p 2 0 232 688 742 401
p 2 3 333 584 4132 562
p 2 0 179 741 643 348
p 2 0 80 840 353 249
p 2 1 132 787 3726 360
p 2 0 129 791 523 302
p 2 0 85 835 362 252
p 2 15 255 650 4815 578
p 2 0 153 767 600 328
p 2 0 198 722 743 364
p 2 154 196 570 8225 1206
p 2 0 210 710 663 388
p 2 73 267 580 5555 1045
p 2 2 336 582 4111 582
p 2 223 325 372 7219 1621
p 2 0 303 617 708 460
p 2 120 282 518 7149 1124
p 2 11 845 64 18199 1633
p 2 4 908 8 19360 1720
p 2 9 905 6 20819 1713
p 2 6 912 2 19123 1708
p 2 62 688 170 34933 1830
p 2 0 460 460 1524 666
p 2 0 438 482 1020 588
p 2 124 422 374 33174 1788
p 2 57 416 447 29535 1392
p 2 0 355 565 1270 538
p 2 0 260 660 721 424
p 2 62 422 436 33987 1481
p 2 0 280 640 1239 479
p 2 40 278 602 16862 920
p 2 6 281 633 2880 522
p 2 29 404 487 16015 987
p 2 0 237 683 940 424
p 2 14 275 631 13147 731
p 2 0 233 687 926 420
p 2 10 368 542 13997 817
p 2 0 223 697 881 402
p 2 0 130 790 436 296
p 2 0 124 796 408 289
i 2 920 0 0 34078 4221
p 2 0 311 609 602 483
p 2 0 317 603 540 470
p 2 0 164 756 364 329
p 2 0 194 726 390 347
p 2 0 142 778 354 307
p 2 0 106 814 331 268
p 2 0 110 810 311 273
p 2 0 65 855 259 234
p 2 0 47 873 253 222
p 2 0 73 847 268 238
p 2 0 67 853 256 235
p 2 0 75 845 311 246
p 2 0 88 832 288 255
p 2 0 36 884 221 210
p 2 0 59 861 247 229
p 2 0 59 861 259 230
p 2 0 50 870 239 220
p 2 0 72 848 275 236
p 2 0 138 782 358 297
p 2 0 86 834 282 247
p 2 0 55 865 232 220
p 2 0 45 875 232 216
p 2 0 95 825 291 254
p 2 0 70 850 282 241
p 2 0 95 825 300 261
p 2 0 64 856 270 233
p 2 0 50 870 245 217
p 2 0 43 877 235 216
p 2 0 63 857 260 233
p 2 0 52 868 253 220
p 2 0 46 874 235 216
p 2 0 60 860 250 226
p 2 0 54 866 245 222
p 2 0 68 852 264 235
p 2 0 35 885 221 207
p 2 0 45 875 249 217
p 2 0 34 886 224 207
p 2 0 27 893 215 202
p 2 0 45 875 237 215
p 2 0 26 894 212 198
p 2 0 18 902 196 190
p 2 0 41 879 273 212
p 2 0 33 887 230 206
p 2 0 34 886 223 205
p 2 0 75 845 296 239
p 2 0 35 885 228 206
p 2 0 32 888 214 203
p 2 0 35 885 252 207
p 2 0 32 888 223 205
p 2 0 28 892 221 200
p 2 0 39 881 252 211
p 2 0 38 882 238 212
p 2 0 21 899 213 195
p 2 0 38 882 237 211
p 2 0 31 889 220 203
p 2 0 30 890 220 203
p 2 0 22 898 258 197
p 2 0 20 900 209 197
p 2 0 15 905 198 191
p 2 0 50 870 268 217
p 2 0 34 886 229 206
p 2 0 29 891 219 203
p 2 1 31 888 235 209
p 2 0 30 890 211 200
p 2 0 19 901 201 194
p 2 0 21 899 207 194
p 2 0 35 885 225 206
p 2 0 29 891 217 202
p 2 0 35 885 216 207
p 2 0 14 906 194 188
p 2 0 48 872 242 218
i 2 920 0 0 71369 5295
p 2 0 96 824 342 266
p 2 0 55 865 279 232
p 2 0 33 887 234 206
p 2 0 67 853 295 237
p 2 0 34 886 229 204
p 2 0 45 875 257 218
p 2 0 64 856 289 232
p 2 0 22 898 213 195
p 2 0 44 876 254 214
p 2 0 37 883 242 209
p 2 0 30 890 223 201
p 2 25 101 794 11119 537
p 2 0 104 816 576 286
p 2 34 100 786 14423 654
p 2 0 97 823 551 279
p 2 15 138 767 13366 573
p 2 0 119 801 694 311
p 2 8 112 800 10274 472
p 2 0 106 814 658 300
p 2 5 127 788 9947 480
p 2 0 156 764 894 348
p 2 0 65 855 337 239
p 2 0 80 840 384 253
p 2 0 129 791 570 305
p 2 0 75 845 354 248
p 2 0 99 821 486 272
p 2 0 105 815 454 279
p 2 0 43 877 322 218
p 2 0 68 852 328 241
p 2 7 111 802 10489 472
p 2 0 94 826 545 274
p 2 0 47 873 286 220
p 2 9 112 799 10540 491
p 2 0 100 820 565 284
p 2 0 53 867 313 227
p 2 22 103 795 12380 575
p 2 0 83 837 489 266
p 2 0 122 798 9508 445
p 2 0 117 803 653 304
p 2 1 114 805 9834 421
p 2 0 97 823 585 283
p 2 1 128 791 10079 444
p 2 0 101 819 610 286
p 2 1 130 789 10276 446
p 2 0 107 813 615 294
p 2 3 122 795 11245 465
p 2 0 95 825 617 284
p 2 8 135 777 11230 498
p 2 0 105 815 602 291
p 2 3 123 794 11062 451
p 2 0 120 800 653 306
p 2 4 113 803 10297 443
p 2 0 94 826 610 283
p 2 15 184 721 19201 747
p 2 0 165 755 916 358
p 2 2 143 775 9967 457
p 2 18 186 716 9232 616
p 2 1 183 736 10547 495
p 2 0 146 774 768 333
p 2 4 215 701 18462 655
p 2 0 184 736 993 383
p 2 0 171 749 9065 450
p 2 2 190 728 8310 494
p 2 0 192 728 9463 489
p 2 0 137 783 757 332
p 2 22 211 687 19625 780
p 2 0 181 739 967 377
p 2 0 175 745 9197 458
p 2 28 196 696 12349 700
p 2 0 196 724 7958 473
p 2 0 171 749 801 352
p 2 27 205 688 19387 770
p 2 0 185 735 937 375
p 2 0 167 753 10266 463
p 2 6 230 684 9681 576
p 2 0 203 717 10176 502
p 2 0 153 767 812 346
p 2 5 232 683 17424 680
p 2 0 216 704 1057 416
p 2 0 110 810 483 284
p 2 35 212 673 19743 819
p 2 0 175 745 918 372
p 2 0 74 846 383 249
i 2 920 0 0 40392 4494
p 2 0 229 691 565 395
p 2 65 598 257 29102 1865
p 2 0 403 517 1452 629
p 2 168 515 237 34670 2523
p 2 7 645 268 20870 1611
p 2 0 441 479 1684 705
p 2 4 646 270 19876 1463
p 2 0 426 494 1503 643
p 2 0 620 300 11534 1054
p 2 0 398 522 1362 589
p 2 0 560 360 9749 951
p 2 0 350 570 1226 543
p 2 0 566 354 10218 975
p 2 0 389 531 1316 578
p 2 0 533 387 9809 923
p 2 0 387 533 1374 582
i 2 920 0 0 25171 4212
p 2 594 326 0 53642 4498
p 2 237 678 5 55868 3649
p 2 91 825 4 52132 3002
p 2 28 886 6 44748 2524
p 2 10 908 2 41208 2348
p 2 7 907 6 36170 2088
p 2 4 728 188 27247 1593
p 2 8 570 342 27516 1432
p 2 7 554 359 27387 1424
p 2 4 512 404 28281 1353
p 2 15 718 187 30119 1684
p 2 12 605 303 28900 1554
p 2 7 556 357 26812 1424
p 2 9 529 382 27339 1404
p 2 8 553 359 27240 1416
p 2 4 524 392 28053 1349
p 2 10 649 261 29742 1581
p 2 12 570 338 28961 1514
p 2 8 542 370 26932 1419
p 2 9 525 386 27234 1389
p 2 7 545 368 27373 1408
p 2 4 533 383 28056 1361
p 2 12 601 307 29549 1530
p 2 12 569 339 29154 1506
p 2 6 541 373 26915 1422
p 2 8 513 399 27409 1369
p 2 7 542 371 27490 1401
p 2 4 519 397 28124 1353
p 2 11 506 403 29397 1434
p 2 13 513 394 28900 1457
p 2 404 516 0 55400 3722
p 2 344 576 0 62007 3639
p 2 387 533 0 69750 4020
p 2 266 654 0 63384 3396
p 2 2 915 3 20505 1638
p 2 73 842 5 45501 2335
p 2 0 916 4 10762 1467
p 2 0 919 1 20238 1587
p 2 58 862 0 49370 2408
p 2 1 917 2 19986 1626
p 2 0 917 3 10632 1462
p 2 82 835 3 48723 2504
p 2 0 604 316 2327 820
p 2 30 656 234 38303 1793
p 2 0 581 339 2302 825
p 2 23 583 314 35544 1634
p 2 0 461 459 1924 682
p 2 64 489 367 37521 1800
p 2 0 470 450 1862 698
p 2 62 484 374 37095 1754
p 2 0 376 544 1601 593
p 2 172 347 401 39107 2149
p 2 0 332 588 1375 538
p 2 171 409 340 44057 2276
p 2 0 346 574 1419 545
p 2 140 371 409 41324 2121
p 2 0 343 577 1513 565
p 2 123 409 388 40306 2080
p 2 0 334 586 1439 553
p 2 79 446 395 40210 1868
p 2 0 384 536 1632 603
p 2 81 481 358 44096 1986
p 2 0 389 531 1692 605
p 2 31 507 382 37738 1610
p 2 0 428 492 1806 655
p 2 22 503 395 35756 1548
p 2 0 403 517 1714 620
p 2 69 453 398 37337 1787
p 2 0 409 511 1683 632
p 2 62 447 411 36786 1715
p 2 0 388 532 1558 603
