# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 54 866 283 226
p 2 0 49 871 277 220
p 2 0 40 880 380 215
p 2 0 43 877 263 218
p 2 0 43 877 246 214
p 2 2 51 867 415 230
p 2 0 47 873 257 217
p 2 0 38 882 249 210
p 2 0 34 886 439 211
p 2 0 28 892 228 201
p 2 0 35 885 235 208
p 2 0 36 884 361 211
p 2 0 31 889 234 203
p 2 0 36 884 245 208
p 2 0 25 895 339 201
p 2 0 26 894 226 200
p 2 0 26 894 230 201
p 2 2 30 888 377 214
p 2 0 30 890 237 204
p 2 0 32 888 242 207
p 2 0 40 880 233 210
p 2 0 29 891 227 204
p 2 0 30 890 231 204
p 2 0 30 890 233 202
p 2 25 245 650 21454 939
p 2 0 208 712 1025 404
p 2 11 259 650 17237 811
p 2 0 231 689 1059 431
p 2 0 131 789 490 308
p 2 4 270 646 15048 735
p 2 0 197 723 917 387
p 2 5 250 665 14808 710
p 2 0 210 710 971 404
p 2 43 220 657 22863 1047
p 2 0 188 732 926 389
p 2 15 254 651 21635 882
p 2 0 236 684 1095 437
p 2 0 123 797 492 299
p 2 27 248 645 22759 967
p 2 0 196 724 963 394
p 2 0 123 797 478 295
p 2 15 241 664 21170 847
p 2 0 207 713 1023 401
p 2 0 95 825 429 268
p 2 14 246 660 21049 868
p 2 0 213 707 1068 405
p 2 0 114 806 703 295
p 2 4 208 708 14847 635
p 2 0 166 754 880 358
p 2 0 135 785 794 315
p 2 4 207 709 11108 557
p 2 0 139 781 900 323
p 2 0 101 819 436 274
p 2 2 192 726 10077 513
p 2 0 219 701 1414 423
p 2 0 100 820 468 274
p 2 0 72 848 351 243
p 2 0 66 854 544 239
p 2 0 172 748 728 350
p 2 0 66 854 524 239
p 2 0 102 818 429 273
p 2 0 157 763 630 330
p 2 0 75 845 521 247
p 2 0 99 821 398 265
p 2 0 125 795 486 294
p 2 0 66 854 541 242
p 2 0 92 828 384 262
p 2 0 102 818 440 271
p 2 0 75 845 567 245
p 2 0 86 834 365 255
p 2 0 105 815 624 276
p 2 0 71 849 518 243
p 2 0 70 850 334 242
p 2 0 104 816 416 272
p 2 0 68 852 296 237
p 2 0 77 843 345 248
p 2 0 89 831 349 257
p 2 4 238 678 16169 680
p 2 0 222 698 1014 419
p 2 0 105 815 462 282
p 2 1 232 687 15248 657
p 2 0 200 720 955 388
p 2 0 99 821 413 271
p 2 7 222 691 17480 696
p 2 0 180 740 896 367
p 2 0 77 843 375 250
p 2 5 223 692 17733 724
p 2 0 203 717 990 396
p 2 0 98 822 402 266
p 2 2 226 692 14079 643
p 2 0 190 730 909 376
p 2 0 91 829 408 265
p 2 1 231 688 14521 624
p 2 0 228 692 1287 431
p 2 0 97 823 449 268
p 2 0 110 810 603 285
p 2 0 167 753 743 343
p 2 0 132 788 563 304
p 2 0 74 846 493 249
p 2 0 62 858 312 233
p 2 0 116 804 508 287
p 2 0 67 853 459 238
p 2 0 75 845 360 246
p 2 0 80 840 367 252
p 2 7 89 824 3346 348
p 2 0 66 854 364 241
p 2 0 55 865 309 229
p 2 3 87 830 2907 307
p 2 0 85 835 443 259
p 2 0 55 865 304 227
p 2 5 103 812 3220 336
p 2 0 80 840 413 252
p 2 0 38 882 266 211
p 2 4 60 856 2114 274
p 2 0 80 840 391 250
p 2 0 48 872 288 221
p 2 1 85 834 1894 285
p 2 0 94 826 448 267
p 2 0 77 843 342 247
i 2 920 0 0 38666 4667
p 2 6 540 374 16081 1269
p 2 0 346 574 1168 541
p 2 0 251 669 742 434
p 2 8 470 442 17023 1255
p 2 0 332 588 1170 528
p 2 0 188 732 541 357
p 2 14 481 425 17654 1282
p 2 0 339 581 1177 537
p 2 0 216 704 604 392
p 2 5 480 435 14706 1082
p 2 0 351 569 1206 557
p 2 0 170 750 532 343
p 2 4 468 448 15995 1134
p 2 0 336 584 1210 543
p 2 0 194 726 614 373
p 2 0 301 619 1073 481
p 2 0 188 732 542 360
p 2 0 135 785 479 307
p 2 0 150 770 582 329
p 2 0 164 756 579 335
p 2 0 150 770 487 321
p 2 0 74 846 451 248
p 2 0 88 832 379 261
p 2 0 105 815 482 278
p 2 0 86 834 375 257
p 2 0 141 779 495 308
p 2 0 80 840 401 250
p 2 0 72 848 323 243
p 2 0 93 827 357 263
p 2 0 119 801 564 292
p 2 0 71 849 323 241
p 2 0 62 858 372 233
p 2 0 102 818 388 271
p 2 0 79 841 350 249
p 2 0 59 861 380 231
p 2 0 57 863 289 227
p 2 0 73 847 315 244
p 2 0 86 834 428 257
p 2 0 75 845 343 246
p 2 0 47 873 350 220
p 2 0 37 883 250 208
p 2 0 51 869 272 222
p 2 0 55 865 371 230
p 2 0 51 869 279 222
p 2 0 66 854 301 236
p 2 0 48 872 356 222
p 2 0 31 889 240 204
p 2 0 55 865 276 223
p 2 0 61 859 377 234
p 2 0 46 874 256 218
p 2 0 52 868 279 224
p 2 0 33 887 323 204
p 2 0 29 891 234 204
p 2 0 39 881 240 211
p 2 0 46 874 349 220
p 2 0 47 873 272 218
p 2 0 39 881 254 211
p 2 0 38 882 309 215
p 2 0 25 895 218 198
p 2 0 56 864 295 230
p 2 0 36 884 240 210
p 2 0 38 882 249 212
p 2 0 41 879 253 214
p 2 0 27 893 227 200
p 2 0 20 900 210 194
p 2 0 52 868 280 226
p 2 0 29 891 236 204
p 2 0 41 879 255 213
p 2 0 36 884 241 209
p 2 0 71 849 2374 269
p 2 0 45 875 319 221
p 2 0 51 869 291 223
p 2 0 63 857 1651 254
p 2 0 58 862 349 231
p 2 0 45 875 281 219
p 2 0 60 860 1853 253
p 2 0 50 870 312 224
p 2 0 35 885 256 209
p 2 0 54 866 309 228
p 2 0 26 894 237 201
p 2 0 43 877 250 216
p 2 0 34 886 245 207
p 2 0 37 883 248 209
p 2 0 40 880 250 213
p 2 0 33 887 248 207
p 2 0 48 872 266 219
p 2 0 31 889 228 203
p 2 0 17 903 209 191
p 2 0 35 885 240 207
p 2 0 45 875 261 216
p 2 0 40 880 249 213
p 2 0 30 890 235 203
p 2 0 35 885 241 208
p 2 0 22 898 216 196
p 2 0 28 892 221 199
p 2 0 29 891 231 202
p 2 0 23 897 223 198
p 2 0 33 887 238 206
p 2 0 24 896 217 197
p 2 0 23 897 218 198
p 2 0 44 876 261 216
p 2 0 35 885 238 207
p 2 0 38 882 244 210
p 2 0 24 896 220 198
p 2 0 51 869 260 222
i 2 920 0 0 59162 4858
p 2 0 227 693 480 395
p 2 0 197 723 404 358
p 2 0 102 818 317 275
p 2 0 107 813 337 280
p 2 0 73 847 278 246
p 2 0 90 830 748 266
p 2 0 103 817 331 267
p 2 0 71 849 267 239
p 2 0 74 846 526 252
p 2 0 92 828 340 266
p 2 0 53 867 252 224
p 2 0 64 856 536 240
p 2 0 62 858 281 232
p 2 0 69 851 282 239
p 2 2 89 829 1771 294
p 2 0 72 848 311 245
p 2 0 49 871 256 220
p 2 14 102 804 4336 405
p 2 0 89 831 382 261
p 2 0 58 862 292 231
p 2 26 85 809 7166 503
p 2 0 65 855 375 242
p 2 0 52 868 290 226
p 2 22 110 788 9772 568
p 2 0 111 809 549 292
p 2 0 46 874 279 222
p 2 14 379 527 23057 1078
p 2 0 299 621 1228 493
p 2 0 131 789 509 307
p 2 13 370 537 22622 1027
p 2 0 294 626 1260 492
p 2 0 139 781 519 308
p 2 20 356 544 21141 1073
p 2 0 288 632 1192 493
p 2 0 134 786 478 309
p 2 8 363 549 22369 1033
p 2 0 301 619 1242 505
p 2 0 156 764 558 330
p 2 0 274 646 1256 473
p 2 0 186 734 654 355
p 2 0 98 822 376 265
p 2 0 84 836 633 261
p 2 0 102 818 424 276
p 2 0 85 835 368 259
p 2 0 195 725 928 377
p 2 0 89 831 399 262
p 2 0 88 832 364 257
p 2 0 117 803 673 291
p 2 0 186 734 647 350
p 2 0 91 829 369 258
p 2 0 118 802 618 293
p 2 0 131 789 474 299
p 2 0 138 782 508 305
p 2 0 110 810 685 281
p 2 0 63 857 314 233
p 2 0 51 869 298 224
p 2 0 74 846 338 244
p 2 0 52 868 278 223
p 2 0 74 846 336 243
p 2 0 66 854 316 234
p 2 0 51 869 451 229
p 2 0 60 860 317 232
p 2 0 67 853 316 237
p 2 0 55 865 539 234
p 2 0 72 848 330 242
p 2 0 52 868 291 225
p 2 1 37 882 338 216
p 2 0 42 878 266 214
p 2 0 50 870 280 220
p 2 1 48 871 621 233
p 2 0 58 862 302 230
p 2 1 78 841 439 260
p 2 0 55 865 273 224
p 2 0 41 879 254 212
p 2 1 79 840 684 258
p 2 0 58 862 299 228
p 2 0 47 873 282 219
p 2 0 36 884 429 215
p 2 0 44 876 266 214
p 2 0 19 901 222 194
p 2 0 41 879 515 221
p 2 0 43 877 263 217
p 2 0 44 876 264 215
p 2 1 48 871 364 228
p 2 0 29 891 228 201
p 2 0 27 893 220 200
p 2 0 53 867 562 227
p 2 0 42 878 261 212
p 2 0 29 891 234 200
p 2 0 46 874 340 223
p 2 0 40 880 251 212
p 2 0 27 893 230 200
p 2 1 48 871 626 234
p 2 0 45 875 265 214
p 2 0 64 856 309 235
p 2 0 34 886 436 215
p 2 0 22 898 240 198
p 2 0 83 837 331 254
p 2 4 348 568 19239 935
p 2 0 266 654 1158 462
p 2 0 127 793 463 298
p 2 14 356 550 20825 999
p 2 0 263 657 1197 464
p 2 0 124 796 492 296
p 2 37 349 534 26044 1241
p 2 0 299 621 1260 506
p 2 0 147 773 550 324
p 2 54 353 513 28312 1350
p 2 0 289 631 1276 501
p 2 0 132 788 486 304
p 2 56 385 479 29047 1447
p 2 0 318 602 1329 520
p 2 0 160 760 566 341
p 2 0 285 635 1245 490
p 2 0 172 748 595 345
p 2 0 92 828 367 262
p 2 0 98 822 544 275
p 2 0 106 814 429 279
p 2 0 97 823 385 267
p 2 0 201 719 807 379
p 2 0 118 802 445 288
p 2 0 77 843 349 249
p 2 0 88 832 532 264
p 2 0 90 830 387 261
p 2 0 77 843 354 251
p 2 0 192 728 721 359
p 2 0 94 826 378 263
p 2 0 55 865 282 226
p 2 0 117 803 599 290
p 2 0 101 819 404 269
p 2 0 136 784 510 305
p 2 0 88 832 440 266
p 2 0 51 869 292 224
p 2 0 58 862 307 230
p 2 0 88 832 676 265
p 2 0 49 871 277 220
p 2 0 85 835 373 254
p 2 0 82 838 448 256
p 2 0 43 877 264 214
p 2 0 46 874 264 217
p 2 0 68 852 488 247
p 2 0 78 842 334 247
p 2 0 21 899 215 195
p 2 0 27 893 280 207
p 2 0 28 892 227 202
p 2 0 14 906 208 189
i 2 920 0 0 24532 3839
p 2 0 327 593 525 444
p 2 0 289 631 426 398
p 2 242 678 0 34576 3188
p 2 4 864 52 16358 1909
p 2 50 853 17 34919 2638
p 2 36 862 22 32283 2515
p 2 4 881 35 23885 2156
p 2 4 897 19 23203 2139
p 2 93 818 9 35127 2738
p 2 3 906 11 23347 2127
p 2 2 897 21 22810 2098
p 2 45 871 4 30081 2479
p 2 3 909 8 22022 2118
p 2 3 903 14 20944 2078
p 2 32 877 11 29498 2402
p 2 2 903 15 21845 2110
p 2 2 895 23 21378 2064
p 2 5 900 15 21093 2109
p 2 4 884 32 20745 2039
p 2 1 896 23 20907 2075
p 2 1 887 32 21297 2037
p 2 5 897 18 22000 2165
p 2 8 888 24 22175 2101
p 2 2 903 15 23166 2122
p 2 1 900 19 23360 2066
p 2 7 904 9 23181 2100
p 2 4 887 29 23521 2053
p 2 4 907 9 23746 2125
i 2 920 0 0 45708 4288
p 2 0 637 283 3707 1066
p 2 0 661 259 5382 1119
p 2 0 631 289 7014 1157
p 2 0 571 349 8153 1116
p 2 1 626 293 10081 1262
p 2 0 646 274 11650 1335
p 2 1 698 221 12606 1449
p 2 0 794 126 13416 1594
p 2 2 779 139 13993 1589
p 2 0 796 124 13462 1617
p 2 0 837 83 14684 1689
p 2 0 851 69 16098 1750
p 2 0 852 68 16883 1781
p 2 1 878 41 18613 1854
p 2 0 858 62 18813 1801
p 2 0 893 27 19761 1931
p 2 0 881 39 20408 1894
p 2 0 899 21 20433 1959
p 2 1 898 21 20676 1962
p 2 0 903 17 20991 2001
p 2 0 894 26 21197 1964
p 2 1 904 15 21413 1997
p 2 1 893 26 20942 1983
p 2 1 912 7 22020 2030
p 2 0 901 19 20995 1979
p 2 1 907 12 21964 2026
p 2 1 901 18 21833 2012
p 2 0 910 10 22559 2061
p 2 1 895 24 21507 1977
p 2 0 906 14 21980 2027
p 2 0 893 27 21935 1949
p 2 1 902 17 22538 2005
p 2 1 891 28 21417 1964
p 2 0 904 16 22081 2004
p 2 0 895 25 21878 1964
p 2 0 903 17 22744 2029
p 2 0 898 22 22088 1972
p 2 2 895 23 22448 2013
p 2 0 897 23 21892 1999
p 2 0 906 14 22538 2045
p 2 0 895 25 21802 1980
p 2 0 902 18 22372 2040
p 2 0 902 18 21754 2004
p 2 2 899 19 22142 2047
p 2 2 890 28 21792 2029
p 2 1 901 18 22283 2074
p 2 2 906 12 21941 2039
p 2 0 909 11 22745 2067
p 2 1 901 18 22103 2015
p 2 0 909 11 22773 2039
p 2 0 889 31 22396 1975
p 2 0 906 14 23214 2029
p 2 0 896 24 22141 1967
p 2 0 900 20 22909 1982
p 2 0 884 36 22360 1943
p 2 0 901 19 23085 2018
p 2 2 874 44 22826 1947
p 2 1 876 43 22702 1949
p 2 1 851 68 21699 1908
p 2 2 881 37 22447 1970
p 2 2 859 59 21449 1903
p 2 2 852 66 21562 1929
p 2 0 846 74 21113 1891
p 2 3 872 45 21858 1979
p 2 3 809 108 20756 1837
p 2 1 827 92 21361 1886
p 2 0 804 116 20769 1816
p 2 0 836 84 21212 1865
p 2 2 792 126 20324 1789
p 2 0 797 123 20703 1801
p 2 0 777 143 19953 1724
p 2 0 808 112 20725 1765
p 2 0 754 166 19674 1656
p 2 0 760 160 20041 1680
p 2 0 734 186 19431 1635
i 2 920 0 0 70084 5058
p 2 0 150 770 420 318
p 2 0 115 805 353 280
p 2 0 171 749 2717 370
p 2 0 90 830 404 265
p 2 0 69 851 320 240
p 2 0 152 768 2877 351
p 2 0 75 845 388 248
p 2 0 89 831 353 259
p 2 0 159 761 618 333
p 2 0 61 859 308 230
p 2 0 67 853 314 238
p 2 0 138 782 519 303
p 2 0 49 871 284 222
p 2 0 53 867 279 222
p 2 0 116 804 471 283
p 2 0 52 868 279 223
p 2 0 64 856 307 235
p 2 0 96 824 416 264
p 2 0 47 873 271 220
p 2 0 27 893 222 201
p 2 0 65 855 317 235
p 2 0 54 866 289 226
p 2 0 74 846 330 245
p 2 0 50 870 276 221
p 2 0 34 886 247 206
p 2 0 20 900 215 192
p 2 0 13 907 203 188
p 2 0 29 891 234 202
p 2 0 31 889 232 204
p 2 0 64 856 349 235
p 2 0 26 894 230 198
p 2 0 36 884 251 208
p 2 0 56 864 312 228
p 2 0 25 895 229 199
p 2 0 41 879 255 210
p 2 0 60 860 326 232
p 2 0 24 896 225 199
p 2 0 49 871 273 220
p 2 0 64 856 335 235
p 2 0 29 891 229 200
p 2 0 45 875 265 215
p 2 0 51 869 298 220
p 2 0 34 886 240 206
p 2 0 41 879 258 213
p 2 0 39 881 285 209
p 2 0 25 895 221 199
p 2 0 21 899 217 194
p 2 0 62 858 327 233
p 2 0 38 882 254 209
p 2 0 50 870 280 221
p 2 0 40 880 278 211
p 2 0 19 901 210 190
p 2 0 34 886 247 205
p 2 0 40 880 280 214
p 2 0 30 890 230 202
p 2 0 25 895 223 198
p 2 0 39 881 271 211
p 2 0 27 893 229 199
p 2 0 31 889 242 205
p 2 0 34 886 263 208
p 2 0 18 902 205 191
p 2 0 26 894 225 199
p 2 0 30 890 259 203
p 2 0 28 892 238 200
p 2 0 23 897 216 196
p 2 0 13 907 230 187
p 2 0 21 899 222 197
p 2 0 14 906 202 189
p 2 0 34 886 259 206
p 2 0 20 900 212 194
p 2 0 19 901 215 191
p 2 0 23 897 243 198
p 2 0 22 898 222 196
p 2 0 20 900 214 192
p 2 0 26 894 217 197
p 2 0 29 891 233 202
p 2 0 29 891 233 203
p 2 0 27 893 227 197
p 2 0 31 889 235 203
p 2 0 36 884 244 207
i 2 920 0 0 37608 4313
p 2 0 225 695 515 381
p 2 0 277 643 433 394
p 2 57 507 356 33456 1727
p 2 0 349 571 1310 549
p 2 0 239 681 634 394
p 2 18 627 275 27914 1488
p 2 0 363 557 1395 565
p 2 0 307 613 767 454
p 2 14 482 424 28451 1373
p 2 0 424 496 1467 608
p 2 0 233 687 673 396
p 2 2 394 524 13963 894
p 2 0 302 618 1152 491
p 2 0 291 629 646 429
p 2 5 407 508 14526 919
p 2 0 384 536 1110 535
p 2 0 142 778 473 309
p 2 0 150 770 650 317
p 2 0 126 794 425 291
p 2 0 176 744 404 318
p 2 0 279 641 1216 454
p 2 0 231 689 558 368
p 2 0 61 859 288 230
p 2 0 193 727 766 350
p 2 0 122 798 480 292
p 2 0 254 666 769 410
p 2 0 165 755 633 335
p 2 0 103 817 352 264
p 2 0 84 836 335 249
p 2 1 112 807 791 288
p 2 0 80 840 334 249
p 2 0 193 727 563 349
p 2 0 84 836 589 260
p 2 0 60 860 304 229
p 2 0 82 838 340 250
p 2 0 105 815 616 282
p 2 0 73 847 327 243
p 2 0 132 788 440 290
p 2 0 78 842 580 257
p 2 0 78 842 323 249
p 2 0 54 866 288 225
p 2 0 72 848 540 247
p 2 0 49 871 286 222
p 2 0 121 799 380 277
p 2 0 79 841 422 251
p 2 0 77 843 299 243
p 2 0 49 871 266 218
p 2 1 82 837 685 260
p 2 0 48 872 267 218
p 2 0 77 843 312 242
p 2 0 59 861 522 235
p 2 0 65 855 288 230
p 2 0 44 876 253 215
p 2 0 71 849 523 248
p 2 0 58 862 285 229
p 2 0 92 828 326 252
p 2 0 77 843 542 251
p 2 0 31 889 242 204
p 2 0 37 883 235 206
p 2 0 77 843 402 248
p 2 0 62 858 272 230
p 2 0 70 850 298 237
p 2 1 44 875 682 230
p 2 0 53 867 255 219
p 2 0 32 888 240 207
p 2 0 52 868 498 227
p 2 0 42 878 257 214
p 2 0 57 863 271 224
p 2 0 42 878 491 222
p 2 0 47 873 247 215
p 2 0 27 893 226 200
p 2 0 62 858 489 235
p 2 0 49 871 276 222
p 2 0 68 852 281 232
p 2 0 58 862 503 234
p 2 0 50 870 253 218
p 2 0 53 867 250 218
p 2 0 76 844 499 244
p 2 0 49 871 268 219
p 2 0 47 873 254 218
p 2 0 29 891 452 208
p 2 0 27 893 224 200
p 2 0 34 886 245 208
p 2 0 80 840 490 246
p 2 0 55 865 278 224
p 2 0 53 867 263 221
p 2 0 53 867 503 232
p 2 0 83 837 309 245
p 2 0 36 884 236 206
p 2 0 36 884 368 218
p 2 0 48 872 245 215
p 2 0 20 900 208 191
p 2 1 41 878 657 223
p 2 0 81 839 276 240
p 2 0 64 856 269 227
p 2 0 43 877 473 221
p 2 0 47 873 261 219
p 2 0 19 901 217 195
p 2 0 22 898 430 203
p 2 0 49 871 270 218
p 2 0 34 886 241 209
p 2 0 17 903 328 201
p 2 0 19 901 212 193
p 2 0 8 912 190 184
p 2 38 741 141 29099 1804
p 2 0 849 71 10652 1290
p 2 20 829 71 11754 1435
p 2 26 843 51 31892 1922
p 2 4 859 57 12657 1401
p 2 2 854 64 9269 1304
p 2 22 839 59 28259 1765
p 2 0 894 26 13114 1371
p 2 1 874 45 11444 1312
p 2 20 856 44 27532 1754
p 2 0 887 33 12817 1345
p 2 0 618 302 1679 779
p 2 1 260 659 872 425
p 2 0 251 669 549 389
p 2 0 199 721 476 348
p 2 0 245 675 778 382
p 2 0 377 543 1174 534
p 2 0 241 679 636 385
p 2 1 113 806 599 284
p 2 0 158 762 419 306
p 2 0 165 755 454 318
p 2 0 140 780 697 302
p 2 0 257 663 789 417
p 2 0 175 745 477 329
p 2 0 75 845 323 245
p 2 1 105 814 610 279
p 2 0 108 812 388 272
p 2 0 118 802 472 284
p 2 0 216 704 617 371
p 2 0 123 797 390 281
p 2 0 77 843 301 243
p 2 0 64 856 247 225
p 2 0 60 860 294 229
p 2 1 100 819 780 279
p 2 0 76 844 326 244
p 2 0 165 755 511 323
p 2 1 89 830 598 270
p 2 0 54 866 270 221
p 2 0 81 839 311 245
p 2 0 108 812 666 278
p 2 0 96 824 370 261
p 2 0 104 816 366 265
p 2 1 50 869 505 234
p 2 0 56 864 284 225
p 2 0 64 856 306 236
p 2 0 58 862 587 238
p 2 0 78 842 328 242
p 2 0 64 856 306 234
p 2 1 55 864 504 236
p 2 0 30 890 243 205
p 2 0 57 863 289 227
p 2 0 78 842 591 249
p 2 0 63 857 280 229
p 2 0 55 865 266 222
p 2 1 43 876 483 228
p 2 0 32 888 219 200
p 2 0 18 902 208 193
p 2 94 83 743 8143 873
p 2 0 113 807 374 280
p 2 0 74 846 287 241
p 2 1 187 732 2877 426
p 2 0 118 802 466 293
p 2 0 62 858 282 231
p 2 0 189 731 3465 427
p 2 0 394 526 1369 572
p 2 3 249 668 2537 446
p 2 1 238 681 3471 475
p 2 0 210 710 593 363
p 2 0 70 850 308 239
p 2 3 208 709 5659 495
p 2 0 163 757 610 335
p 2 0 63 857 315 234
p 2 1 206 713 5312 476
p 2 0 157 763 580 326
p 2 0 66 854 316 236
p 2 6 177 737 5187 474
p 2 0 147 773 603 325
p 2 0 126 794 380 282
p 2 4 173 743 5504 476
p 2 0 169 751 588 333
p 2 0 71 849 310 241
p 2 0 186 734 5342 451
p 2 0 153 767 609 326
p 2 0 94 826 345 258
p 2 0 174 746 3267 418
p 2 0 110 810 473 285
p 2 0 54 866 293 227
p 2 1 140 779 3488 394
p 2 0 137 783 523 308
p 2 0 89 831 349 252
p 2 1 150 769 4496 403
p 2 0 138 782 523 309
p 2 0 42 878 269 214
p 2 0 153 767 3321 404
p 2 0 110 810 477 287
p 2 0 64 856 306 232
p 2 1 157 762 3408 411
p 2 0 104 816 478 283
p 2 0 58 862 284 229
p 2 0 178 742 3430 426
p 2 0 110 810 443 284
p 2 0 60 860 303 228
p 2 1 167 752 3380 415
p 2 0 93 827 442 272
p 2 0 68 852 303 234
p 2 0 145 775 3497 395
p 2 0 102 818 454 276
p 2 0 47 873 277 220
p 2 1 154 765 3366 405
p 2 0 93 827 427 268
p 2 0 55 865 278 223
p 2 0 145 775 3209 391
p 2 0 95 825 425 270
p 2 0 68 852 320 238
p 2 0 144 776 3133 386
p 2 0 110 810 422 280
p 2 0 70 850 296 236
i 2 920 0 0 46277 4762
p 2 0 204 716 484 379
p 2 0 161 759 379 329
p 2 0 446 474 12660 882
p 2 0 307 613 1085 481
p 2 0 138 782 519 315
p 2 0 392 528 11160 780
p 2 0 296 624 1098 476
p 2 0 164 756 550 330
p 2 0 408 512 11559 822
p 2 0 258 662 1067 445
p 2 0 169 751 594 339
p 2 0 404 516 10314 767
p 2 0 294 626 1115 480
p 2 0 175 745 574 347
p 2 0 358 562 10458 725
p 2 0 288 632 1278 484
p 2 0 156 764 546 324
p 2 0 164 756 582 332
p 2 0 186 734 659 353
p 2 0 113 807 413 283
p 2 0 118 802 454 288
p 2 254 666 0 28722 2946
p 2 261 659 0 30098 3175
p 2 234 686 0 30491 3306
p 2 271 649 0 30663 3526
p 2 298 622 0 29606 3662
p 2 291 629 0 28164 3789
p 2 376 544 0 24297 3935
i 2 920 0 0 15078 3998
p 2 438 482 0 17264 3829
p 2 404 516 0 19493 3853
p 2 388 532 0 23933 3928
p 2 311 609 0 28658 3837
p 2 290 630 0 32464 3725
p 2 254 666 0 34603 3590
p 2 224 696 0 34784 3440
p 2 172 748 0 34339 3204
p 2 173 747 0 34265 3080
p 2 162 758 0 34609 2977
p 2 0 621 299 2179 868
p 2 0 377 543 1119 577
p 2 0 253 667 838 428
p 2 0 576 344 1953 793
p 2 0 229 691 687 401
p 2 0 312 608 996 486
p 2 0 423 497 1298 599
p 2 0 177 743 566 348
p 2 0 263 657 890 435
p 2 0 320 600 969 493
p 2 0 189 731 585 360
p 2 0 217 703 723 387
p 2 0 241 679 765 409
p 2 0 130 790 458 301
p 2 0 170 750 641 337
p 2 0 232 688 711 398
p 2 0 142 778 460 311
p 2 0 141 779 523 308
p 2 0 165 755 542 330
p 2 0 108 812 413 279
p 2 0 113 807 487 282
p 2 0 134 786 464 305
p 2 0 116 804 430 285
p 2 0 76 844 390 250
p 2 0 85 835 346 254
p 2 0 76 844 323 247
p 2 0 119 801 561 291
p 2 0 86 834 357 257
p 2 0 77 843 343 248
p 2 0 103 817 475 277
p 2 0 77 843 330 248
p 2 0 83 837 342 253
p 2 0 109 811 486 278
p 2 0 81 839 353 257
p 2 0 76 844 335 249
p 2 0 86 834 416 256
p 2 0 72 848 316 245
p 2 0 77 843 319 248
p 2 0 86 834 425 256
p 2 0 79 841 334 250
p 2 0 67 853 310 239
p 2 0 71 849 395 245
p 2 0 73 847 314 244
p 2 0 79 841 321 249
i 2 920 0 0 62439 4924
p 2 0 268 652 554 439
p 2 0 177 743 417 351
p 2 20 381 519 20819 1089
p 2 0 343 577 1255 542
p 2 0 194 726 596 360
p 2 20 349 551 19969 1040
p 2 0 270 650 1142 470
p 2 0 175 745 622 349
p 2 16 359 545 17523 999
p 2 0 277 643 1130 474
p 2 0 152 768 536 322
p 2 12 296 612 16730 889
p 2 0 254 666 1054 450
p 2 0 129 791 487 305
p 2 0 275 645 1110 458
p 2 0 153 767 564 326
p 2 0 93 827 358 268
p 2 0 88 832 435 258
p 2 0 99 821 396 268
p 2 0 77 843 329 247
p 2 0 178 742 644 350
p 2 0 87 833 362 256
p 2 0 31 889 234 205
p 2 0 137 783 551 308
p 2 0 124 796 453 291
p 2 2 185 733 2410 402
p 2 0 80 840 381 254
p 2 0 77 843 1506 277
p 2 0 106 814 416 276
p 2 0 152 768 1655 342
p 2 0 78 842 367 252
p 2 2 117 801 2061 334
p 2 0 126 794 482 296
p 2 0 81 839 1480 276
p 2 0 84 836 362 257
p 2 0 120 800 1565 315
p 2 0 108 812 458 283
p 2 0 74 846 312 243
p 2 0 70 850 327 242
p 2 0 95 825 369 263
p 2 0 78 842 340 251
p 2 0 37 883 345 210
p 2 0 73 847 307 239
p 2 0 63 857 309 234
p 2 0 66 854 385 236
p 2 0 43 877 255 214
p 2 0 26 894 222 199
p 2 0 43 877 331 216
p 2 0 46 874 262 216
p 2 0 39 881 248 209
p 2 0 75 845 390 243
p 2 0 42 878 256 214
p 2 0 56 864 289 229
p 2 0 60 860 371 232
p 2 0 37 883 255 211
p 2 0 79 841 319 247
p 2 0 38 882 304 209
p 2 0 21 899 215 194
p 2 0 19 901 205 193
p 2 0 12 908 196 185
p 2 101 226 593 26716 1497
p 2 0 219 701 939 413
p 2 139 249 532 32067 1759
p 2 0 244 676 980 444
p 2 0 127 793 448 299
p 2 181 261 478 35547 2032
p 2 0 263 657 1091 471
p 2 0 131 789 488 309
p 2 195 332 393 42062 2330
p 2 0 326 594 1286 534
p 2 0 197 723 627 370
p 2 115 447 358 34850 1906
p 2 0 376 544 1486 578
p 2 0 204 716 649 377
p 2 127 397 396 32645 1886
p 2 0 366 554 1370 564
p 2 0 190 730 609 369
p 2 96 423 401 32967 1753
p 2 0 375 545 1596 598
p 2 0 191 729 623 361
p 2 102 403 415 33301 1766
p 2 0 360 560 1477 577
p 2 0 188 732 607 368
p 2 1 310 609 1504 514
p 2 0 168 752 534 339
p 2 0 207 713 645 375
p 2 0 285 635 1226 460
p 2 0 124 796 465 295
p 2 0 134 786 473 300
p 2 0 217 703 1100 399
p 2 0 142 778 493 308
p 2 0 64 856 304 234
p 2 0 114 806 703 289
p 2 0 133 787 493 305
p 2 0 139 781 514 310
p 2 0 125 795 795 303
p 2 0 97 823 387 268
p 2 0 79 841 350 248
p 2 0 103 817 682 277
p 2 0 85 835 352 254
